"","date","county","state","fips","cases","deaths","countyFP"
"948456","2021-10-20","Columbia","Florida",12023,14809,308,"023"
"948457","2021-10-20","DeSoto","Florida",12027,6841,132,"027"
"948458","2021-10-20","Dixie","Florida",12029,2935,31,"029"
"948459","2021-10-20","Duval","Florida",12031,163590,2732,"031"
"948460","2021-10-20","Escambia","Florida",12033,53282,1049,"033"
"948461","2021-10-20","Flagler","Florida",12035,14254,205,"035"
"948462","2021-10-20","Franklin","Florida",12037,2218,45,"037"
"948463","2021-10-20","Gadsden","Florida",12039,8594,116,"039"
"948464","2021-10-20","Gilchrist","Florida",12041,3127,55,"041"
"948465","2021-10-20","Glades","Florida",12043,1429,25,"043"
"948466","2021-10-20","Gulf","Florida",12045,2960,64,"045"
"948467","2021-10-20","Hamilton","Florida",12047,2708,47,"047"
"948468","2021-10-20","Hardee","Florida",12049,6035,97,"049"
"948469","2021-10-20","Hendry","Florida",12051,7916,110,"051"
"948470","2021-10-20","Hernando","Florida",12053,28373,876,"053"
"948471","2021-10-20","Highlands","Florida",12055,15811,537,"055"
"948472","2021-10-20","Hillsborough","Florida",12057,239223,2906,"057"
"948473","2021-10-20","Holmes","Florida",12059,3822,70,"059"
"948474","2021-10-20","Indian River","Florida",12061,22036,538,"061"
"948475","2021-10-20","Jackson","Florida",12063,10035,211,"063"
"948476","2021-10-20","Jefferson","Florida",12065,2444,36,"065"
"948477","2021-10-20","Lafayette","Florida",12067,2186,32,"067"
"948478","2021-10-20","Lake","Florida",12069,53868,1181,"069"
"948479","2021-10-20","Lee","Florida",12071,123984,1748,"071"
"948480","2021-10-20","Leon","Florida",12073,50205,494,"073"
"948481","2021-10-20","Levy","Florida",12075,6921,81,"075"
"948482","2021-10-20","Liberty","Florida",12077,1815,19,"077"
"948483","2021-10-20","Madison","Florida",12079,3572,54,"079"
"948484","2021-10-20","Manatee","Florida",12081,64348,930,"081"
"948485","2021-10-20","Marion","Florida",12083,56318,1709,"083"
"948486","2021-10-20","Martin","Florida",12085,19952,500,"085"
"948487","2021-10-20","Miami-Dade","Florida",12086,667933,8768,"086"
"948488","2021-10-20","Monroe","Florida",12087,10381,91,"087"
"948489","2021-10-20","Nassau","Florida",12089,14931,238,"089"
"948490","2021-10-20","Okaloosa","Florida",12091,34174,542,"091"
"948491","2021-10-20","Okeechobee","Florida",12093,7370,126,"093"
"948492","2021-10-20","Orange","Florida",12095,226228,2124,"095"
"948493","2021-10-20","Osceola","Florida",12097,70989,855,"097"
"948494","2021-10-20","Palm Beach","Florida",12099,223197,4060,"099"
"948495","2021-10-20","Pasco","Florida",12101,78642,1511,"101"
"948496","2021-10-20","Pinellas","Florida",12103,133436,2625,"103"
"948497","2021-10-20","Polk","Florida",12105,127470,2381,"105"
"948498","2021-10-20","Putnam","Florida",12107,12708,317,"107"
"948499","2021-10-20","Santa Rosa","Florida",12113,32164,512,"113"
"948500","2021-10-20","Sarasota","Florida",12115,54899,1277,"115"
"948501","2021-10-20","Seminole","Florida",12117,61582,833,"117"
"948502","2021-10-20","St. Johns","Florida",12109,40360,455,"109"
"948503","2021-10-20","St. Lucie","Florida",12111,47433,990,"111"
"948504","2021-10-20","Sumter","Florida",12119,14369,451,"119"
"948505","2021-10-20","Suwannee","Florida",12121,9152,163,"121"
"948506","2021-10-20","Taylor","Florida",12123,4572,77,"123"
"948507","2021-10-20","Union","Florida",12125,3056,96,"125"
"948508","2021-10-20","Unknown","Florida",NA,10274,269,NA
"948509","2021-10-20","Volusia","Florida",12127,74698,1271,"127"
"948510","2021-10-20","Wakulla","Florida",12129,6348,103,"129"
"948511","2021-10-20","Walton","Florida",12131,11824,159,"131"
"948512","2021-10-20","Washington","Florida",12133,4531,62,"133"
"951694","2021-10-21","Alachua","Florida",12001,39153,521,"001"
"951695","2021-10-21","Baker","Florida",12003,5960,117,"003"
"951696","2021-10-21","Bay","Florida",12005,31587,673,"005"
"951697","2021-10-21","Bradford","Florida",12007,5319,119,"007"
"951698","2021-10-21","Brevard","Florida",12009,80128,1695,"009"
"951699","2021-10-21","Broward","Florida",12011,354108,4698,"011"
"951700","2021-10-21","Calhoun","Florida",12013,3000,62,"013"
"951701","2021-10-21","Charlotte","Florida",12015,22972,669,"015"
"951702","2021-10-21","Citrus","Florida",12017,20261,777,"017"
"951703","2021-10-21","Clay","Florida",12019,33642,685,"019"
"951704","2021-10-21","Collier","Florida",12021,56373,833,"021"
"951705","2021-10-21","Columbia","Florida",12023,14809,308,"023"
"951706","2021-10-21","DeSoto","Florida",12027,6841,132,"027"
"951707","2021-10-21","Dixie","Florida",12029,2935,31,"029"
"951708","2021-10-21","Duval","Florida",12031,163590,2732,"031"
"951709","2021-10-21","Escambia","Florida",12033,53282,1049,"033"
"951710","2021-10-21","Flagler","Florida",12035,14254,205,"035"
"951711","2021-10-21","Franklin","Florida",12037,2218,45,"037"
"951712","2021-10-21","Gadsden","Florida",12039,8594,116,"039"
"951713","2021-10-21","Gilchrist","Florida",12041,3127,55,"041"
"951714","2021-10-21","Glades","Florida",12043,1429,25,"043"
"951715","2021-10-21","Gulf","Florida",12045,2960,64,"045"
"951716","2021-10-21","Hamilton","Florida",12047,2708,47,"047"
"951717","2021-10-21","Hardee","Florida",12049,6035,97,"049"
"951718","2021-10-21","Hendry","Florida",12051,7916,110,"051"
"951719","2021-10-21","Hernando","Florida",12053,28373,876,"053"
"951720","2021-10-21","Highlands","Florida",12055,15811,537,"055"
"951721","2021-10-21","Hillsborough","Florida",12057,239223,2906,"057"
"951722","2021-10-21","Holmes","Florida",12059,3822,70,"059"
"951723","2021-10-21","Indian River","Florida",12061,22036,538,"061"
"951724","2021-10-21","Jackson","Florida",12063,10035,211,"063"
"951725","2021-10-21","Jefferson","Florida",12065,2444,36,"065"
"951726","2021-10-21","Lafayette","Florida",12067,2186,32,"067"
"951727","2021-10-21","Lake","Florida",12069,53868,1181,"069"
"951728","2021-10-21","Lee","Florida",12071,123984,1748,"071"
"951729","2021-10-21","Leon","Florida",12073,50205,494,"073"
"951730","2021-10-21","Levy","Florida",12075,6921,81,"075"
"951731","2021-10-21","Liberty","Florida",12077,1815,19,"077"
"951732","2021-10-21","Madison","Florida",12079,3572,54,"079"
"951733","2021-10-21","Manatee","Florida",12081,64348,930,"081"
"951734","2021-10-21","Marion","Florida",12083,56318,1709,"083"
"951735","2021-10-21","Martin","Florida",12085,19952,500,"085"
"951736","2021-10-21","Miami-Dade","Florida",12086,667933,8768,"086"
"951737","2021-10-21","Monroe","Florida",12087,10381,91,"087"
"951738","2021-10-21","Nassau","Florida",12089,14931,238,"089"
"951739","2021-10-21","Okaloosa","Florida",12091,34174,542,"091"
"951740","2021-10-21","Okeechobee","Florida",12093,7370,126,"093"
"951741","2021-10-21","Orange","Florida",12095,226228,2124,"095"
"951742","2021-10-21","Osceola","Florida",12097,70989,855,"097"
"951743","2021-10-21","Palm Beach","Florida",12099,223197,4060,"099"
"951744","2021-10-21","Pasco","Florida",12101,78642,1511,"101"
"951745","2021-10-21","Pinellas","Florida",12103,133436,2625,"103"
"951746","2021-10-21","Polk","Florida",12105,127470,2381,"105"
"951747","2021-10-21","Putnam","Florida",12107,12708,317,"107"
"951748","2021-10-21","Santa Rosa","Florida",12113,32164,512,"113"
"951749","2021-10-21","Sarasota","Florida",12115,54899,1277,"115"
"951750","2021-10-21","Seminole","Florida",12117,61582,833,"117"
"951751","2021-10-21","St. Johns","Florida",12109,40360,455,"109"
"951752","2021-10-21","St. Lucie","Florida",12111,47433,990,"111"
"951753","2021-10-21","Sumter","Florida",12119,14369,451,"119"
"951754","2021-10-21","Suwannee","Florida",12121,9152,163,"121"
"951755","2021-10-21","Taylor","Florida",12123,4572,77,"123"
"951756","2021-10-21","Union","Florida",12125,3056,96,"125"
"951757","2021-10-21","Unknown","Florida",NA,12536,734,NA
"951758","2021-10-21","Volusia","Florida",12127,74698,1271,"127"
"951759","2021-10-21","Wakulla","Florida",12129,6348,103,"129"
"951760","2021-10-21","Walton","Florida",12131,11824,159,"131"
"951761","2021-10-21","Washington","Florida",12133,4531,62,"133"
"954943","2021-10-22","Alachua","Florida",12001,39360,521,"001"
"954944","2021-10-22","Baker","Florida",12003,5970,117,"003"
"954945","2021-10-22","Bay","Florida",12005,31688,673,"005"
"954946","2021-10-22","Bradford","Florida",12007,5327,119,"007"
"954947","2021-10-22","Brevard","Florida",12009,80429,1695,"009"
"954948","2021-10-22","Broward","Florida",12011,355580,4698,"011"
"954949","2021-10-22","Calhoun","Florida",12013,3004,62,"013"
"954950","2021-10-22","Charlotte","Florida",12015,23134,669,"015"
"954951","2021-10-22","Citrus","Florida",12017,20328,777,"017"
"954952","2021-10-22","Clay","Florida",12019,33738,685,"019"
"954953","2021-10-22","Collier","Florida",12021,56546,833,"021"
"954954","2021-10-22","Columbia","Florida",12023,14843,308,"023"
"954955","2021-10-22","DeSoto","Florida",12027,6871,132,"027"
"954956","2021-10-22","Dixie","Florida",12029,2946,31,"029"
"954957","2021-10-22","Duval","Florida",12031,164111,2732,"031"
"954958","2021-10-22","Escambia","Florida",12033,53492,1049,"033"
"954959","2021-10-22","Flagler","Florida",12035,14308,205,"035"
"954960","2021-10-22","Franklin","Florida",12037,2222,45,"037"
"954961","2021-10-22","Gadsden","Florida",12039,8618,116,"039"
"954962","2021-10-22","Gilchrist","Florida",12041,3141,55,"041"
"954963","2021-10-22","Glades","Florida",12043,1434,25,"043"
"954964","2021-10-22","Gulf","Florida",12045,2967,64,"045"
"954965","2021-10-22","Hamilton","Florida",12047,2726,47,"047"
"954966","2021-10-22","Hardee","Florida",12049,6054,97,"049"
"954967","2021-10-22","Hendry","Florida",12051,7947,110,"051"
"954968","2021-10-22","Hernando","Florida",12053,28468,876,"053"
"954969","2021-10-22","Highlands","Florida",12055,15882,537,"055"
"954970","2021-10-22","Hillsborough","Florida",12057,240570,2906,"057"
"954971","2021-10-22","Holmes","Florida",12059,3837,70,"059"
"954972","2021-10-22","Indian River","Florida",12061,22085,538,"061"
"954973","2021-10-22","Jackson","Florida",12063,10070,211,"063"
"954974","2021-10-22","Jefferson","Florida",12065,2456,36,"065"
"954975","2021-10-22","Lafayette","Florida",12067,2208,32,"067"
"954976","2021-10-22","Lake","Florida",12069,54129,1181,"069"
"954977","2021-10-22","Lee","Florida",12071,124415,1748,"071"
"954978","2021-10-22","Leon","Florida",12073,50441,494,"073"
"954979","2021-10-22","Levy","Florida",12075,6953,81,"075"
"954980","2021-10-22","Liberty","Florida",12077,1823,19,"077"
"954981","2021-10-22","Madison","Florida",12079,3584,54,"079"
"954982","2021-10-22","Manatee","Florida",12081,64610,930,"081"
"954983","2021-10-22","Marion","Florida",12083,56558,1709,"083"
"954984","2021-10-22","Martin","Florida",12085,20060,500,"085"
"954985","2021-10-22","Miami-Dade","Florida",12086,670019,8768,"086"
"954986","2021-10-22","Monroe","Florida",12087,10445,91,"087"
"954987","2021-10-22","Nassau","Florida",12089,14994,238,"089"
"954988","2021-10-22","Okaloosa","Florida",12091,34287,542,"091"
"954989","2021-10-22","Okeechobee","Florida",12093,7382,126,"093"
"954990","2021-10-22","Orange","Florida",12095,227246,2124,"095"
"954991","2021-10-22","Osceola","Florida",12097,71294,855,"097"
"954992","2021-10-22","Palm Beach","Florida",12099,224195,4060,"099"
"954993","2021-10-22","Pasco","Florida",12101,78907,1511,"101"
"954994","2021-10-22","Pinellas","Florida",12103,133980,2625,"103"
"954995","2021-10-22","Polk","Florida",12105,128010,2381,"105"
"954996","2021-10-22","Putnam","Florida",12107,12751,317,"107"
"954997","2021-10-22","Santa Rosa","Florida",12113,32310,512,"113"
"954998","2021-10-22","Sarasota","Florida",12115,55072,1277,"115"
"954999","2021-10-22","Seminole","Florida",12117,61835,833,"117"
"955000","2021-10-22","St. Johns","Florida",12109,40496,455,"109"
"955001","2021-10-22","St. Lucie","Florida",12111,47636,990,"111"
"955002","2021-10-22","Sumter","Florida",12119,14451,451,"119"
"955003","2021-10-22","Suwannee","Florida",12121,9175,163,"121"
"955004","2021-10-22","Taylor","Florida",12123,4582,77,"123"
"955005","2021-10-22","Union","Florida",12125,3057,96,"125"
"955006","2021-10-22","Unknown","Florida",NA,1,929,NA
"955007","2021-10-22","Volusia","Florida",12127,75256,1271,"127"
"955008","2021-10-22","Wakulla","Florida",12129,6375,103,"129"
"955009","2021-10-22","Walton","Florida",12131,11895,159,"131"
"955010","2021-10-22","Washington","Florida",12133,4542,62,"133"
"958193","2021-10-23","Alachua","Florida",12001,39360,521,"001"
"958194","2021-10-23","Baker","Florida",12003,5970,117,"003"
"958195","2021-10-23","Bay","Florida",12005,31688,673,"005"
"958196","2021-10-23","Bradford","Florida",12007,5327,119,"007"
"958197","2021-10-23","Brevard","Florida",12009,80429,1695,"009"
"958198","2021-10-23","Broward","Florida",12011,355580,4698,"011"
"958199","2021-10-23","Calhoun","Florida",12013,3004,62,"013"
"958200","2021-10-23","Charlotte","Florida",12015,23134,669,"015"
"958201","2021-10-23","Citrus","Florida",12017,20328,777,"017"
"958202","2021-10-23","Clay","Florida",12019,33738,685,"019"
"958203","2021-10-23","Collier","Florida",12021,56546,833,"021"
"958204","2021-10-23","Columbia","Florida",12023,14843,308,"023"
"958205","2021-10-23","DeSoto","Florida",12027,6871,132,"027"
"958206","2021-10-23","Dixie","Florida",12029,2946,31,"029"
"958207","2021-10-23","Duval","Florida",12031,164111,2732,"031"
"958208","2021-10-23","Escambia","Florida",12033,53492,1049,"033"
"958209","2021-10-23","Flagler","Florida",12035,14308,205,"035"
"958210","2021-10-23","Franklin","Florida",12037,2222,45,"037"
"958211","2021-10-23","Gadsden","Florida",12039,8618,116,"039"
"958212","2021-10-23","Gilchrist","Florida",12041,3141,55,"041"
"958213","2021-10-23","Glades","Florida",12043,1434,25,"043"
"958214","2021-10-23","Gulf","Florida",12045,2967,64,"045"
"958215","2021-10-23","Hamilton","Florida",12047,2726,47,"047"
"958216","2021-10-23","Hardee","Florida",12049,6054,97,"049"
"958217","2021-10-23","Hendry","Florida",12051,7947,110,"051"
"958218","2021-10-23","Hernando","Florida",12053,28468,876,"053"
"958219","2021-10-23","Highlands","Florida",12055,15882,537,"055"
"958220","2021-10-23","Hillsborough","Florida",12057,240570,2906,"057"
"958221","2021-10-23","Holmes","Florida",12059,3837,70,"059"
"958222","2021-10-23","Indian River","Florida",12061,22085,538,"061"
"958223","2021-10-23","Jackson","Florida",12063,10070,211,"063"
"958224","2021-10-23","Jefferson","Florida",12065,2456,36,"065"
"958225","2021-10-23","Lafayette","Florida",12067,2208,32,"067"
"958226","2021-10-23","Lake","Florida",12069,54129,1181,"069"
"958227","2021-10-23","Lee","Florida",12071,124415,1748,"071"
"958228","2021-10-23","Leon","Florida",12073,50441,494,"073"
"958229","2021-10-23","Levy","Florida",12075,6953,81,"075"
"958230","2021-10-23","Liberty","Florida",12077,1823,19,"077"
"958231","2021-10-23","Madison","Florida",12079,3584,54,"079"
"958232","2021-10-23","Manatee","Florida",12081,64610,930,"081"
"958233","2021-10-23","Marion","Florida",12083,56558,1709,"083"
"958234","2021-10-23","Martin","Florida",12085,20060,500,"085"
"958235","2021-10-23","Miami-Dade","Florida",12086,670019,8768,"086"
"958236","2021-10-23","Monroe","Florida",12087,10445,91,"087"
"958237","2021-10-23","Nassau","Florida",12089,14994,238,"089"
"958238","2021-10-23","Okaloosa","Florida",12091,34287,542,"091"
"958239","2021-10-23","Okeechobee","Florida",12093,7382,126,"093"
"958240","2021-10-23","Orange","Florida",12095,227246,2124,"095"
"958241","2021-10-23","Osceola","Florida",12097,71294,855,"097"
"958242","2021-10-23","Palm Beach","Florida",12099,224195,4060,"099"
"958243","2021-10-23","Pasco","Florida",12101,78907,1511,"101"
"958244","2021-10-23","Pinellas","Florida",12103,133980,2625,"103"
"958245","2021-10-23","Polk","Florida",12105,128010,2381,"105"
"958246","2021-10-23","Putnam","Florida",12107,12751,317,"107"
"958247","2021-10-23","Santa Rosa","Florida",12113,32310,512,"113"
"958248","2021-10-23","Sarasota","Florida",12115,55072,1277,"115"
"958249","2021-10-23","Seminole","Florida",12117,61835,833,"117"
"958250","2021-10-23","St. Johns","Florida",12109,40496,455,"109"
"958251","2021-10-23","St. Lucie","Florida",12111,47636,990,"111"
"958252","2021-10-23","Sumter","Florida",12119,14451,451,"119"
"958253","2021-10-23","Suwannee","Florida",12121,9175,163,"121"
"958254","2021-10-23","Taylor","Florida",12123,4582,77,"123"
"958255","2021-10-23","Union","Florida",12125,3057,96,"125"
"958256","2021-10-23","Unknown","Florida",NA,1,929,NA
"958257","2021-10-23","Volusia","Florida",12127,75256,1271,"127"
"958258","2021-10-23","Wakulla","Florida",12129,6375,103,"129"
"958259","2021-10-23","Walton","Florida",12131,11895,159,"131"
"958260","2021-10-23","Washington","Florida",12133,4542,62,"133"
"961443","2021-10-24","Alachua","Florida",12001,39360,521,"001"
"961444","2021-10-24","Baker","Florida",12003,5970,117,"003"
"961445","2021-10-24","Bay","Florida",12005,31688,673,"005"
"961446","2021-10-24","Bradford","Florida",12007,5327,119,"007"
"961447","2021-10-24","Brevard","Florida",12009,80429,1695,"009"
"961448","2021-10-24","Broward","Florida",12011,355580,4698,"011"
"961449","2021-10-24","Calhoun","Florida",12013,3004,62,"013"
"961450","2021-10-24","Charlotte","Florida",12015,23134,669,"015"
"961451","2021-10-24","Citrus","Florida",12017,20328,777,"017"
"961452","2021-10-24","Clay","Florida",12019,33738,685,"019"
"961453","2021-10-24","Collier","Florida",12021,56546,833,"021"
"961454","2021-10-24","Columbia","Florida",12023,14843,308,"023"
"961455","2021-10-24","DeSoto","Florida",12027,6871,132,"027"
"961456","2021-10-24","Dixie","Florida",12029,2946,31,"029"
"961457","2021-10-24","Duval","Florida",12031,164111,2732,"031"
"961458","2021-10-24","Escambia","Florida",12033,53492,1049,"033"
"961459","2021-10-24","Flagler","Florida",12035,14308,205,"035"
"961460","2021-10-24","Franklin","Florida",12037,2222,45,"037"
"961461","2021-10-24","Gadsden","Florida",12039,8618,116,"039"
"961462","2021-10-24","Gilchrist","Florida",12041,3141,55,"041"
"961463","2021-10-24","Glades","Florida",12043,1434,25,"043"
"961464","2021-10-24","Gulf","Florida",12045,2967,64,"045"
"961465","2021-10-24","Hamilton","Florida",12047,2726,47,"047"
"961466","2021-10-24","Hardee","Florida",12049,6054,97,"049"
"961467","2021-10-24","Hendry","Florida",12051,7947,110,"051"
"961468","2021-10-24","Hernando","Florida",12053,28468,876,"053"
"961469","2021-10-24","Highlands","Florida",12055,15882,537,"055"
"961470","2021-10-24","Hillsborough","Florida",12057,240570,2906,"057"
"961471","2021-10-24","Holmes","Florida",12059,3837,70,"059"
"961472","2021-10-24","Indian River","Florida",12061,22085,538,"061"
"961473","2021-10-24","Jackson","Florida",12063,10070,211,"063"
"961474","2021-10-24","Jefferson","Florida",12065,2456,36,"065"
"961475","2021-10-24","Lafayette","Florida",12067,2208,32,"067"
"961476","2021-10-24","Lake","Florida",12069,54129,1181,"069"
"961477","2021-10-24","Lee","Florida",12071,124415,1748,"071"
"961478","2021-10-24","Leon","Florida",12073,50441,494,"073"
"961479","2021-10-24","Levy","Florida",12075,6953,81,"075"
"961480","2021-10-24","Liberty","Florida",12077,1823,19,"077"
"961481","2021-10-24","Madison","Florida",12079,3584,54,"079"
"961482","2021-10-24","Manatee","Florida",12081,64610,930,"081"
"961483","2021-10-24","Marion","Florida",12083,56558,1709,"083"
"961484","2021-10-24","Martin","Florida",12085,20060,500,"085"
"961485","2021-10-24","Miami-Dade","Florida",12086,670019,8768,"086"
"961486","2021-10-24","Monroe","Florida",12087,10445,91,"087"
"961487","2021-10-24","Nassau","Florida",12089,14994,238,"089"
"961488","2021-10-24","Okaloosa","Florida",12091,34287,542,"091"
"961489","2021-10-24","Okeechobee","Florida",12093,7382,126,"093"
"961490","2021-10-24","Orange","Florida",12095,227246,2124,"095"
"961491","2021-10-24","Osceola","Florida",12097,71294,855,"097"
"961492","2021-10-24","Palm Beach","Florida",12099,224195,4060,"099"
"961493","2021-10-24","Pasco","Florida",12101,78907,1511,"101"
"961494","2021-10-24","Pinellas","Florida",12103,133980,2625,"103"
"961495","2021-10-24","Polk","Florida",12105,128010,2381,"105"
"961496","2021-10-24","Putnam","Florida",12107,12751,317,"107"
"961497","2021-10-24","Santa Rosa","Florida",12113,32310,512,"113"
"961498","2021-10-24","Sarasota","Florida",12115,55072,1277,"115"
"961499","2021-10-24","Seminole","Florida",12117,61835,833,"117"
"961500","2021-10-24","St. Johns","Florida",12109,40496,455,"109"
"961501","2021-10-24","St. Lucie","Florida",12111,47636,990,"111"
"961502","2021-10-24","Sumter","Florida",12119,14451,451,"119"
"961503","2021-10-24","Suwannee","Florida",12121,9175,163,"121"
"961504","2021-10-24","Taylor","Florida",12123,4582,77,"123"
"961505","2021-10-24","Union","Florida",12125,3057,96,"125"
"961506","2021-10-24","Unknown","Florida",NA,1,929,NA
"961507","2021-10-24","Volusia","Florida",12127,75256,1271,"127"
"961508","2021-10-24","Wakulla","Florida",12129,6375,103,"129"
"961509","2021-10-24","Walton","Florida",12131,11895,159,"131"
"961510","2021-10-24","Washington","Florida",12133,4542,62,"133"
"964693","2021-10-25","Alachua","Florida",12001,39360,507,"001"
"964694","2021-10-25","Baker","Florida",12003,5970,121,"003"
"964695","2021-10-25","Bay","Florida",12005,31688,684,"005"
"964696","2021-10-25","Bradford","Florida",12007,5327,119,"007"
"964697","2021-10-25","Brevard","Florida",12009,80429,1725,"009"
"964698","2021-10-25","Broward","Florida",12011,355580,4782,"011"
"964699","2021-10-25","Calhoun","Florida",12013,3004,63,"013"
"964700","2021-10-25","Charlotte","Florida",12015,23134,669,"015"
"964701","2021-10-25","Citrus","Florida",12017,20328,802,"017"
"964702","2021-10-25","Clay","Florida",12019,33738,691,"019"
"964703","2021-10-25","Collier","Florida",12021,56546,849,"021"
"964704","2021-10-25","Columbia","Florida",12023,14843,314,"023"
"964705","2021-10-25","DeSoto","Florida",12027,6871,133,"027"
"964706","2021-10-25","Dixie","Florida",12029,2946,32,"029"
"964707","2021-10-25","Duval","Florida",12031,164111,2791,"031"
"964708","2021-10-25","Escambia","Florida",12033,53492,1057,"033"
"964709","2021-10-25","Flagler","Florida",12035,14308,210,"035"
"964710","2021-10-25","Franklin","Florida",12037,2222,45,"037"
"964711","2021-10-25","Gadsden","Florida",12039,8618,126,"039"
"964712","2021-10-25","Gilchrist","Florida",12041,3141,55,"041"
"964713","2021-10-25","Glades","Florida",12043,1434,27,"043"
"964714","2021-10-25","Gulf","Florida",12045,2967,63,"045"
"964715","2021-10-25","Hamilton","Florida",12047,2726,48,"047"
"964716","2021-10-25","Hardee","Florida",12049,6054,100,"049"
"964717","2021-10-25","Hendry","Florida",12051,7947,112,"051"
"964718","2021-10-25","Hernando","Florida",12053,28468,900,"053"
"964719","2021-10-25","Highlands","Florida",12055,15882,545,"055"
"964720","2021-10-25","Hillsborough","Florida",12057,240570,2936,"057"
"964721","2021-10-25","Holmes","Florida",12059,3837,71,"059"
"964722","2021-10-25","Indian River","Florida",12061,22085,548,"061"
"964723","2021-10-25","Jackson","Florida",12063,10070,212,"063"
"964724","2021-10-25","Jefferson","Florida",12065,2456,36,"065"
"964725","2021-10-25","Lafayette","Florida",12067,2208,35,"067"
"964726","2021-10-25","Lake","Florida",12069,54129,1193,"069"
"964727","2021-10-25","Lee","Florida",12071,124415,1793,"071"
"964728","2021-10-25","Leon","Florida",12073,50441,504,"073"
"964729","2021-10-25","Levy","Florida",12075,6953,82,"075"
"964730","2021-10-25","Liberty","Florida",12077,1823,19,"077"
"964731","2021-10-25","Madison","Florida",12079,3584,54,"079"
"964732","2021-10-25","Manatee","Florida",12081,64610,965,"081"
"964733","2021-10-25","Marion","Florida",12083,56558,1717,"083"
"964734","2021-10-25","Martin","Florida",12085,20060,507,"085"
"964735","2021-10-25","Miami-Dade","Florida",12086,670019,8876,"086"
"964736","2021-10-25","Monroe","Florida",12087,10445,93,"087"
"964737","2021-10-25","Nassau","Florida",12089,14994,240,"089"
"964738","2021-10-25","Okaloosa","Florida",12091,34287,552,"091"
"964739","2021-10-25","Okeechobee","Florida",12093,7382,130,"093"
"964740","2021-10-25","Orange","Florida",12095,227246,2148,"095"
"964741","2021-10-25","Osceola","Florida",12097,71294,878,"097"
"964742","2021-10-25","Palm Beach","Florida",12099,224195,4142,"099"
"964743","2021-10-25","Pasco","Florida",12101,78907,1539,"101"
"964744","2021-10-25","Pinellas","Florida",12103,133980,2667,"103"
"964745","2021-10-25","Polk","Florida",12105,128010,2432,"105"
"964746","2021-10-25","Putnam","Florida",12107,12751,320,"107"
"964747","2021-10-25","Santa Rosa","Florida",12113,32310,512,"113"
"964748","2021-10-25","Sarasota","Florida",12115,55072,1291,"115"
"964749","2021-10-25","Seminole","Florida",12117,61835,843,"117"
"964750","2021-10-25","St. Johns","Florida",12109,40496,460,"109"
"964751","2021-10-25","St. Lucie","Florida",12111,47636,1015,"111"
"964752","2021-10-25","Sumter","Florida",12119,14451,459,"119"
"964753","2021-10-25","Suwannee","Florida",12121,9175,167,"121"
"964754","2021-10-25","Taylor","Florida",12123,4582,74,"123"
"964755","2021-10-25","Union","Florida",12125,3057,96,"125"
"964756","2021-10-25","Unknown","Florida",NA,4155,130,NA
"964757","2021-10-25","Volusia","Florida",12127,75256,1299,"127"
"964758","2021-10-25","Wakulla","Florida",12129,6375,103,"129"
"964759","2021-10-25","Walton","Florida",12131,11895,160,"131"
"964760","2021-10-25","Washington","Florida",12133,4542,65,"133"
"967942","2021-10-26","Alachua","Florida",12001,39360,507,"001"
"967943","2021-10-26","Baker","Florida",12003,5970,121,"003"
"967944","2021-10-26","Bay","Florida",12005,31688,684,"005"
"967945","2021-10-26","Bradford","Florida",12007,5327,119,"007"
"967946","2021-10-26","Brevard","Florida",12009,80429,1725,"009"
"967947","2021-10-26","Broward","Florida",12011,355580,4782,"011"
"967948","2021-10-26","Calhoun","Florida",12013,3004,63,"013"
"967949","2021-10-26","Charlotte","Florida",12015,23134,669,"015"
"967950","2021-10-26","Citrus","Florida",12017,20328,802,"017"
"967951","2021-10-26","Clay","Florida",12019,33738,691,"019"
"967952","2021-10-26","Collier","Florida",12021,56546,849,"021"
"967953","2021-10-26","Columbia","Florida",12023,14843,314,"023"
"967954","2021-10-26","DeSoto","Florida",12027,6871,133,"027"
"967955","2021-10-26","Dixie","Florida",12029,2946,32,"029"
"967956","2021-10-26","Duval","Florida",12031,164111,2791,"031"
"967957","2021-10-26","Escambia","Florida",12033,53492,1057,"033"
"967958","2021-10-26","Flagler","Florida",12035,14308,210,"035"
"967959","2021-10-26","Franklin","Florida",12037,2222,45,"037"
"967960","2021-10-26","Gadsden","Florida",12039,8618,126,"039"
"967961","2021-10-26","Gilchrist","Florida",12041,3141,55,"041"
"967962","2021-10-26","Glades","Florida",12043,1434,27,"043"
"967963","2021-10-26","Gulf","Florida",12045,2967,63,"045"
"967964","2021-10-26","Hamilton","Florida",12047,2726,48,"047"
"967965","2021-10-26","Hardee","Florida",12049,6054,100,"049"
"967966","2021-10-26","Hendry","Florida",12051,7947,112,"051"
"967967","2021-10-26","Hernando","Florida",12053,28468,900,"053"
"967968","2021-10-26","Highlands","Florida",12055,15882,545,"055"
"967969","2021-10-26","Hillsborough","Florida",12057,240570,2936,"057"
"967970","2021-10-26","Holmes","Florida",12059,3837,71,"059"
"967971","2021-10-26","Indian River","Florida",12061,22085,548,"061"
"967972","2021-10-26","Jackson","Florida",12063,10070,212,"063"
"967973","2021-10-26","Jefferson","Florida",12065,2456,36,"065"
"967974","2021-10-26","Lafayette","Florida",12067,2208,35,"067"
"967975","2021-10-26","Lake","Florida",12069,54129,1193,"069"
