"","date","county","state","fips","cases","deaths","countyFP"
"412","2020-03-01","Hillsborough","Florida",12057,1,0,"057"
"413","2020-03-01","Manatee","Florida",12081,1,0,"081"
"441","2020-03-02","Hillsborough","Florida",12057,1,0,"057"
"442","2020-03-02","Manatee","Florida",12081,1,0,"081"
"475","2020-03-03","Hillsborough","Florida",12057,2,0,"057"
"476","2020-03-03","Manatee","Florida",12081,1,0,"081"
"510","2020-03-04","Hillsborough","Florida",12057,2,0,"057"
"511","2020-03-04","Manatee","Florida",12081,1,0,"081"
"551","2020-03-05","Hillsborough","Florida",12057,2,0,"057"
"552","2020-03-05","Manatee","Florida",12081,1,0,"081"
"553","2020-03-05","Santa Rosa","Florida",12113,1,0,"113"
"605","2020-03-06","Broward","Florida",12011,2,0,"011"
"606","2020-03-06","Hillsborough","Florida",12057,2,0,"057"
"607","2020-03-06","Lee","Florida",12071,1,1,"071"
"608","2020-03-06","Manatee","Florida",12081,1,0,"081"
"609","2020-03-06","Santa Rosa","Florida",12113,1,1,"113"
"684","2020-03-07","Broward","Florida",12011,2,0,"011"
"685","2020-03-07","Charlotte","Florida",12015,1,0,"015"
"686","2020-03-07","Hillsborough","Florida",12057,2,0,"057"
"687","2020-03-07","Lee","Florida",12071,2,1,"071"
"688","2020-03-07","Manatee","Florida",12081,2,0,"081"
"689","2020-03-07","Okaloosa","Florida",12091,1,0,"091"
"690","2020-03-07","Santa Rosa","Florida",12113,1,1,"113"
"691","2020-03-07","Volusia","Florida",12127,1,0,"127"
"780","2020-03-08","Broward","Florida",12011,3,0,"011"
"781","2020-03-08","Charlotte","Florida",12015,1,0,"015"
"782","2020-03-08","Hillsborough","Florida",12057,2,0,"057"
"783","2020-03-08","Lee","Florida",12071,2,1,"071"
"784","2020-03-08","Manatee","Florida",12081,2,0,"081"
"785","2020-03-08","Okaloosa","Florida",12091,1,0,"091"
"786","2020-03-08","Santa Rosa","Florida",12113,1,1,"113"
"787","2020-03-08","Volusia","Florida",12127,1,0,"127"
"897","2020-03-09","Broward","Florida",12011,3,0,"011"
"898","2020-03-09","Charlotte","Florida",12015,1,0,"015"
"899","2020-03-09","Hillsborough","Florida",12057,2,0,"057"
"900","2020-03-09","Lee","Florida",12071,2,1,"071"
"901","2020-03-09","Manatee","Florida",12081,2,0,"081"
"902","2020-03-09","Okaloosa","Florida",12091,1,0,"091"
"903","2020-03-09","Santa Rosa","Florida",12113,1,1,"113"
"904","2020-03-09","Volusia","Florida",12127,2,0,"127"
"1032","2020-03-10","Alachua","Florida",12001,1,0,"001"
"1033","2020-03-10","Broward","Florida",12011,4,0,"011"
"1034","2020-03-10","Charlotte","Florida",12015,1,0,"015"
"1035","2020-03-10","Collier","Florida",12021,3,0,"021"
"1036","2020-03-10","Hillsborough","Florida",12057,2,0,"057"
"1037","2020-03-10","Lee","Florida",12071,2,1,"071"
"1038","2020-03-10","Manatee","Florida",12081,2,0,"081"
"1039","2020-03-10","Nassau","Florida",12089,1,0,"089"
"1040","2020-03-10","Okaloosa","Florida",12091,1,0,"091"
"1041","2020-03-10","Pasco","Florida",12101,1,0,"101"
"1042","2020-03-10","Pinellas","Florida",12103,2,0,"103"
"1043","2020-03-10","Santa Rosa","Florida",12113,1,1,"113"
"1044","2020-03-10","Volusia","Florida",12127,2,0,"127"
"1201","2020-03-11","Alachua","Florida",12001,1,0,"001"
"1202","2020-03-11","Broward","Florida",12011,5,0,"011"
"1203","2020-03-11","Charlotte","Florida",12015,1,0,"015"
"1204","2020-03-11","Collier","Florida",12021,3,0,"021"
"1205","2020-03-11","Hillsborough","Florida",12057,2,0,"057"
"1206","2020-03-11","Lee","Florida",12071,2,1,"071"
"1207","2020-03-11","Manatee","Florida",12081,2,0,"081"
"1208","2020-03-11","Miami-Dade","Florida",12086,1,0,"086"
"1209","2020-03-11","Nassau","Florida",12089,1,0,"089"
"1210","2020-03-11","Okaloosa","Florida",12091,1,0,"091"
"1211","2020-03-11","Pasco","Florida",12101,1,0,"101"
"1212","2020-03-11","Pinellas","Florida",12103,2,0,"103"
"1213","2020-03-11","Santa Rosa","Florida",12113,1,1,"113"
"1214","2020-03-11","St. Johns","Florida",12109,1,0,"109"
"1215","2020-03-11","Volusia","Florida",12127,2,0,"127"
"1410","2020-03-12","Alachua","Florida",12001,2,0,"001"
"1411","2020-03-12","Broward","Florida",12011,12,0,"011"
"1412","2020-03-12","Charlotte","Florida",12015,1,0,"015"
"1413","2020-03-12","Clay","Florida",12019,1,0,"019"
"1414","2020-03-12","Collier","Florida",12021,3,0,"021"
"1415","2020-03-12","Duval","Florida",12031,1,0,"031"
"1416","2020-03-12","Hillsborough","Florida",12057,3,0,"057"
"1417","2020-03-12","Lee","Florida",12071,4,1,"071"
"1418","2020-03-12","Manatee","Florida",12081,2,0,"081"
"1419","2020-03-12","Miami-Dade","Florida",12086,2,0,"086"
"1420","2020-03-12","Nassau","Florida",12089,1,0,"089"
"1421","2020-03-12","Okaloosa","Florida",12091,1,0,"091"
"1422","2020-03-12","Palm Beach","Florida",12099,2,0,"099"
"1423","2020-03-12","Pasco","Florida",12101,1,0,"101"
"1424","2020-03-12","Pinellas","Florida",12103,2,0,"103"
"1425","2020-03-12","Santa Rosa","Florida",12113,1,1,"113"
"1426","2020-03-12","Sarasota","Florida",12115,2,0,"115"
"1427","2020-03-12","Seminole","Florida",12117,1,0,"117"
"1428","2020-03-12","St. Johns","Florida",12109,1,0,"109"
"1429","2020-03-12","Volusia","Florida",12127,3,0,"127"
"1676","2020-03-13","Alachua","Florida",12001,3,0,"001"
"1677","2020-03-13","Broward","Florida",12011,21,0,"011"
"1678","2020-03-13","Charlotte","Florida",12015,1,0,"015"
"1679","2020-03-13","Clay","Florida",12019,1,0,"019"
"1680","2020-03-13","Collier","Florida",12021,3,0,"021"
"1681","2020-03-13","Duval","Florida",12031,1,0,"031"
"1682","2020-03-13","Hillsborough","Florida",12057,3,0,"057"
"1683","2020-03-13","Lee","Florida",12071,4,1,"071"
"1684","2020-03-13","Manatee","Florida",12081,4,0,"081"
"1685","2020-03-13","Miami-Dade","Florida",12086,8,0,"086"
"1686","2020-03-13","Nassau","Florida",12089,1,0,"089"
"1687","2020-03-13","Okaloosa","Florida",12091,1,0,"091"
"1688","2020-03-13","Orange","Florida",12095,1,0,"095"
"1689","2020-03-13","Osceola","Florida",12097,1,0,"097"
"1690","2020-03-13","Palm Beach","Florida",12099,5,0,"099"
"1691","2020-03-13","Pasco","Florida",12101,1,0,"101"
"1692","2020-03-13","Pinellas","Florida",12103,2,0,"103"
"1693","2020-03-13","Santa Rosa","Florida",12113,1,1,"113"
"1694","2020-03-13","Sarasota","Florida",12115,2,0,"115"
"1695","2020-03-13","Seminole","Florida",12117,1,0,"117"
"1696","2020-03-13","St. Johns","Florida",12109,1,0,"109"
"1697","2020-03-13","Volusia","Florida",12127,4,0,"127"
"1998","2020-03-14","Alachua","Florida",12001,3,0,"001"
"1999","2020-03-14","Broward","Florida",12011,21,0,"011"
"2000","2020-03-14","Charlotte","Florida",12015,1,0,"015"
"2001","2020-03-14","Clay","Florida",12019,1,0,"019"
"2002","2020-03-14","Collier","Florida",12021,3,0,"021"
"2003","2020-03-14","Duval","Florida",12031,1,0,"031"
"2004","2020-03-14","Hillsborough","Florida",12057,3,0,"057"
"2005","2020-03-14","Lee","Florida",12071,4,2,"071"
"2006","2020-03-14","Manatee","Florida",12081,4,0,"081"
"2007","2020-03-14","Miami-Dade","Florida",12086,8,0,"086"
"2008","2020-03-14","Nassau","Florida",12089,1,0,"089"
"2009","2020-03-14","Okaloosa","Florida",12091,1,0,"091"
"2010","2020-03-14","Orange","Florida",12095,1,0,"095"
"2011","2020-03-14","Osceola","Florida",12097,1,0,"097"
"2012","2020-03-14","Palm Beach","Florida",12099,5,0,"099"
"2013","2020-03-14","Pasco","Florida",12101,1,0,"101"
"2014","2020-03-14","Pinellas","Florida",12103,2,0,"103"
"2015","2020-03-14","Santa Rosa","Florida",12113,1,1,"113"
"2016","2020-03-14","Sarasota","Florida",12115,2,0,"115"
"2017","2020-03-14","Seminole","Florida",12117,1,0,"117"
"2018","2020-03-14","St. Johns","Florida",12109,1,0,"109"
"2019","2020-03-14","Volusia","Florida",12127,4,0,"127"
"2380","2020-03-15","Alachua","Florida",12001,4,0,"001"
"2381","2020-03-15","Baker","Florida",12003,1,0,"003"
"2382","2020-03-15","Broward","Florida",12011,37,0,"011"
"2383","2020-03-15","Charlotte","Florida",12015,1,0,"015"
"2384","2020-03-15","Citrus","Florida",12017,1,0,"017"
"2385","2020-03-15","Clay","Florida",12019,3,0,"019"
"2386","2020-03-15","Collier","Florida",12021,5,0,"021"
"2387","2020-03-15","Duval","Florida",12031,4,0,"031"
"2388","2020-03-15","Hillsborough","Florida",12057,6,0,"057"
"2389","2020-03-15","Lee","Florida",12071,5,2,"071"
"2390","2020-03-15","Manatee","Florida",12081,4,0,"081"
"2391","2020-03-15","Miami-Dade","Florida",12086,13,0,"086"
"2392","2020-03-15","Nassau","Florida",12089,1,0,"089"
"2393","2020-03-15","Okaloosa","Florida",12091,1,0,"091"
"2394","2020-03-15","Orange","Florida",12095,2,0,"095"
"2395","2020-03-15","Osceola","Florida",12097,1,0,"097"
"2396","2020-03-15","Palm Beach","Florida",12099,5,0,"099"
"2397","2020-03-15","Pasco","Florida",12101,2,0,"101"
"2398","2020-03-15","Pinellas","Florida",12103,2,0,"103"
"2399","2020-03-15","Santa Rosa","Florida",12113,1,1,"113"
"2400","2020-03-15","Sarasota","Florida",12115,2,0,"115"
"2401","2020-03-15","Seminole","Florida",12117,1,0,"117"
"2402","2020-03-15","St. Johns","Florida",12109,2,0,"109"
"2403","2020-03-15","Volusia","Florida",12127,5,0,"127"
"2815","2020-03-16","Alachua","Florida",12001,4,0,"001"
"2816","2020-03-16","Baker","Florida",12003,1,0,"003"
"2817","2020-03-16","Broward","Florida",12011,39,0,"011"
"2818","2020-03-16","Charlotte","Florida",12015,1,0,"015"
"2819","2020-03-16","Citrus","Florida",12017,1,0,"017"
"2820","2020-03-16","Clay","Florida",12019,3,0,"019"
"2821","2020-03-16","Collier","Florida",12021,6,0,"021"
"2822","2020-03-16","Duval","Florida",12031,5,0,"031"
"2823","2020-03-16","Escambia","Florida",12033,1,0,"033"
"2824","2020-03-16","Hillsborough","Florida",12057,6,0,"057"
"2825","2020-03-16","Lake","Florida",12069,1,0,"069"
"2826","2020-03-16","Lee","Florida",12071,5,2,"071"
"2827","2020-03-16","Manatee","Florida",12081,5,0,"081"
"2828","2020-03-16","Miami-Dade","Florida",12086,23,0,"086"
"2829","2020-03-16","Nassau","Florida",12089,1,0,"089"
"2830","2020-03-16","Okaloosa","Florida",12091,1,0,"091"
"2831","2020-03-16","Orange","Florida",12095,4,1,"095"
"2832","2020-03-16","Osceola","Florida",12097,4,0,"097"
"2833","2020-03-16","Palm Beach","Florida",12099,7,0,"099"
"2834","2020-03-16","Pasco","Florida",12101,2,0,"101"
"2835","2020-03-16","Pinellas","Florida",12103,4,0,"103"
"2836","2020-03-16","Santa Rosa","Florida",12113,1,1,"113"
"2837","2020-03-16","Sarasota","Florida",12115,3,0,"115"
"2838","2020-03-16","Seminole","Florida",12117,4,0,"117"
"2839","2020-03-16","St. Johns","Florida",12109,2,0,"109"
"2840","2020-03-16","Volusia","Florida",12127,7,0,"127"
"3298","2020-03-17","Alachua","Florida",12001,6,0,"001"
"3299","2020-03-17","Baker","Florida",12003,1,0,"003"
"3300","2020-03-17","Brevard","Florida",12009,1,0,"009"
"3301","2020-03-17","Broward","Florida",12011,55,1,"011"
"3302","2020-03-17","Charlotte","Florida",12015,1,0,"015"
"3303","2020-03-17","Citrus","Florida",12017,2,0,"017"
"3304","2020-03-17","Clay","Florida",12019,4,0,"019"
"3305","2020-03-17","Collier","Florida",12021,7,0,"021"
"3306","2020-03-17","Duval","Florida",12031,10,0,"031"
"3307","2020-03-17","Escambia","Florida",12033,1,0,"033"
"3308","2020-03-17","Hillsborough","Florida",12057,9,0,"057"
"3309","2020-03-17","Lake","Florida",12069,1,0,"069"
"3310","2020-03-17","Lee","Florida",12071,7,2,"071"
"3311","2020-03-17","Manatee","Florida",12081,7,1,"081"
"3312","2020-03-17","Miami-Dade","Florida",12086,43,0,"086"
"3313","2020-03-17","Nassau","Florida",12089,1,0,"089"
"3314","2020-03-17","Okaloosa","Florida",12091,2,0,"091"
"3315","2020-03-17","Orange","Florida",12095,6,1,"095"
"3316","2020-03-17","Osceola","Florida",12097,7,0,"097"
"3317","2020-03-17","Palm Beach","Florida",12099,11,0,"099"
"3318","2020-03-17","Pasco","Florida",12101,2,0,"101"
"3319","2020-03-17","Pinellas","Florida",12103,4,0,"103"
"3320","2020-03-17","Polk","Florida",12105,1,0,"105"
"3321","2020-03-17","Santa Rosa","Florida",12113,1,1,"113"
"3322","2020-03-17","Sarasota","Florida",12115,4,0,"115"
"3323","2020-03-17","Seminole","Florida",12117,4,0,"117"
"3324","2020-03-17","St. Johns","Florida",12109,3,0,"109"
"3325","2020-03-17","Volusia","Florida",12127,9,0,"127"
"3855","2020-03-18","Alachua","Florida",12001,7,0,"001"
"3856","2020-03-18","Baker","Florida",12003,1,0,"003"
"3857","2020-03-18","Brevard","Florida",12009,2,0,"009"
"3858","2020-03-18","Broward","Florida",12011,80,1,"011"
"3859","2020-03-18","Charlotte","Florida",12015,1,0,"015"
"3860","2020-03-18","Citrus","Florida",12017,3,0,"017"
"3861","2020-03-18","Clay","Florida",12019,4,1,"019"
"3862","2020-03-18","Collier","Florida",12021,13,0,"021"
"3863","2020-03-18","Duval","Florida",12031,14,0,"031"
"3864","2020-03-18","Escambia","Florida",12033,1,0,"033"
"3865","2020-03-18","Hillsborough","Florida",12057,14,0,"057"
"3866","2020-03-18","Lake","Florida",12069,2,0,"069"
"3867","2020-03-18","Lee","Florida",12071,11,2,"071"
"3868","2020-03-18","Leon","Florida",12073,1,0,"073"
"3869","2020-03-18","Manatee","Florida",12081,8,1,"081"
"3870","2020-03-18","Miami-Dade","Florida",12086,77,0,"086"
"3871","2020-03-18","Nassau","Florida",12089,1,0,"089"
"3872","2020-03-18","Okaloosa","Florida",12091,3,0,"091"
"3873","2020-03-18","Orange","Florida",12095,11,1,"095"
"3874","2020-03-18","Osceola","Florida",12097,8,0,"097"
"3875","2020-03-18","Palm Beach","Florida",12099,20,0,"099"
"3876","2020-03-18","Pasco","Florida",12101,3,0,"101"
"3877","2020-03-18","Pinellas","Florida",12103,12,0,"103"
"3878","2020-03-18","Polk","Florida",12105,2,0,"105"
"3879","2020-03-18","Santa Rosa","Florida",12113,1,1,"113"
"3880","2020-03-18","Sarasota","Florida",12115,4,0,"115"
"3881","2020-03-18","Seminole","Florida",12117,7,0,"117"
"3882","2020-03-18","St. Johns","Florida",12109,4,0,"109"
"3883","2020-03-18","Sumter","Florida",12119,1,0,"119"
"3884","2020-03-18","Volusia","Florida",12127,9,0,"127"
"3885","2020-03-18","Walton","Florida",12131,1,0,"131"
"4520","2020-03-19","Alachua","Florida",12001,11,0,"001"
"4521","2020-03-19","Baker","Florida",12003,1,0,"003"
"4522","2020-03-19","Brevard","Florida",12009,3,0,"009"
"4523","2020-03-19","Broward","Florida",12011,96,1,"011"
"4524","2020-03-19","Charlotte","Florida",12015,1,0,"015"
"4525","2020-03-19","Citrus","Florida",12017,3,0,"017"
"4526","2020-03-19","Clay","Florida",12019,4,1,"019"
"4527","2020-03-19","Collier","Florida",12021,18,0,"021"
"4528","2020-03-19","Duval","Florida",12031,15,1,"031"
"4529","2020-03-19","Escambia","Florida",12033,1,0,"033"
"4530","2020-03-19","Hernando","Florida",12053,4,0,"053"
"4531","2020-03-19","Hillsborough","Florida",12057,20,0,"057"
"4532","2020-03-19","Indian River","Florida",12061,1,0,"061"
"4533","2020-03-19","Jackson","Florida",12063,1,0,"063"
"4534","2020-03-19","Lake","Florida",12069,3,0,"069"
"4535","2020-03-19","Lee","Florida",12071,11,2,"071"
"4536","2020-03-19","Leon","Florida",12073,3,0,"073"
"4537","2020-03-19","Manatee","Florida",12081,9,1,"081"
"4538","2020-03-19","Martin","Florida",12085,1,0,"085"
"4539","2020-03-19","Miami-Dade","Florida",12086,101,0,"086"
"4540","2020-03-19","Nassau","Florida",12089,1,0,"089"
"4541","2020-03-19","Okaloosa","Florida",12091,5,0,"091"
"4542","2020-03-19","Orange","Florida",12095,19,1,"095"
"4543","2020-03-19","Osceola","Florida",12097,13,0,"097"
"4544","2020-03-19","Palm Beach","Florida",12099,28,0,"099"
"4545","2020-03-19","Pasco","Florida",12101,5,0,"101"
"4546","2020-03-19","Pinellas","Florida",12103,16,0,"103"
"4547","2020-03-19","Polk","Florida",12105,4,0,"105"
"4548","2020-03-19","Santa Rosa","Florida",12113,1,1,"113"
"4549","2020-03-19","Sarasota","Florida",12115,6,0,"115"
"4550","2020-03-19","Seminole","Florida",12117,13,0,"117"
"4551","2020-03-19","St. Johns","Florida",12109,4,0,"109"
"4552","2020-03-19","Sumter","Florida",12119,2,0,"119"
"4553","2020-03-19","Volusia","Florida",12127,9,0,"127"
"4554","2020-03-19","Walton","Florida",12131,1,0,"131"
"5299","2020-03-20","Alachua","Florida",12001,15,0,"001"
"5300","2020-03-20","Baker","Florida",12003,1,0,"003"
"5301","2020-03-20","Brevard","Florida",12009,4,0,"009"
"5302","2020-03-20","Broward","Florida",12011,128,2,"011"
"5303","2020-03-20","Charlotte","Florida",12015,2,0,"015"
"5304","2020-03-20","Citrus","Florida",12017,3,0,"017"
"5305","2020-03-20","Clay","Florida",12019,4,1,"019"
"5306","2020-03-20","Collier","Florida",12021,25,0,"021"
"5307","2020-03-20","Duval","Florida",12031,17,1,"031"
"5308","2020-03-20","Escambia","Florida",12033,1,0,"033"
"5309","2020-03-20","Hernando","Florida",12053,4,0,"053"
"5310","2020-03-20","Hillsborough","Florida",12057,32,0,"057"
"5311","2020-03-20","Indian River","Florida",12061,3,0,"061"
"5312","2020-03-20","Jackson","Florida",12063,1,0,"063"
"5313","2020-03-20","Lake","Florida",12069,3,0,"069"
"5314","2020-03-20","Lee","Florida",12071,14,2,"071"
"5315","2020-03-20","Leon","Florida",12073,4,0,"073"
"5316","2020-03-20","Manatee","Florida",12081,10,1,"081"
"5317","2020-03-20","Martin","Florida",12085,1,0,"085"
"5318","2020-03-20","Miami-Dade","Florida",12086,124,0,"086"
"5319","2020-03-20","Monroe","Florida",12087,1,0,"087"
"5320","2020-03-20","Nassau","Florida",12089,1,0,"089"
"5321","2020-03-20","Okaloosa","Florida",12091,7,0,"091"
"5322","2020-03-20","Orange","Florida",12095,23,1,"095"
"5323","2020-03-20","Osceola","Florida",12097,13,0,"097"
"5324","2020-03-20","Palm Beach","Florida",12099,41,0,"099"
"5325","2020-03-20","Pasco","Florida",12101,6,0,"101"
"5326","2020-03-20","Pinellas","Florida",12103,22,0,"103"
"5327","2020-03-20","Polk","Florida",12105,9,0,"105"
"5328","2020-03-20","Santa Rosa","Florida",12113,2,1,"113"
"5329","2020-03-20","Sarasota","Florida",12115,8,0,"115"
"5330","2020-03-20","Seminole","Florida",12117,13,0,"117"
"5331","2020-03-20","St. Johns","Florida",12109,7,0,"109"
"5332","2020-03-20","Sumter","Florida",12119,2,0,"119"
"5333","2020-03-20","Volusia","Florida",12127,10,0,"127"
"5334","2020-03-20","Walton","Florida",12131,3,0,"131"
"6226","2020-03-21","Alachua","Florida",12001,25,0,"001"
"6227","2020-03-21","Baker","Florida",12003,1,0,"003"
"6228","2020-03-21","Bay","Florida",12005,1,0,"005"
"6229","2020-03-21","Brevard","Florida",12009,5,0,"009"
"6230","2020-03-21","Broward","Florida",12011,164,3,"011"
"6231","2020-03-21","Charlotte","Florida",12015,2,0,"015"
"6232","2020-03-21","Citrus","Florida",12017,8,0,"017"
"6233","2020-03-21","Clay","Florida",12019,6,1,"019"
"6234","2020-03-21","Collier","Florida",12021,28,0,"021"
"6235","2020-03-21","Duval","Florida",12031,25,2,"031"
"6236","2020-03-21","Escambia","Florida",12033,1,0,"033"
"6237","2020-03-21","Hernando","Florida",12053,5,0,"053"
"6238","2020-03-21","Highlands","Florida",12055,1,0,"055"
"6239","2020-03-21","Hillsborough","Florida",12057,47,0,"057"
"6240","2020-03-21","Indian River","Florida",12061,5,0,"061"
"6241","2020-03-21","Jackson","Florida",12063,1,0,"063"
"6242","2020-03-21","Lake","Florida",12069,6,0,"069"
"6243","2020-03-21","Lee","Florida",12071,17,2,"071"
"6244","2020-03-21","Leon","Florida",12073,4,0,"073"
"6245","2020-03-21","Manatee","Florida",12081,13,1,"081"
"6246","2020-03-21","Marion","Florida",12083,2,0,"083"
"6247","2020-03-21","Martin","Florida",12085,1,0,"085"
"6248","2020-03-21","Miami-Dade","Florida",12086,170,0,"086"
"6249","2020-03-21","Monroe","Florida",12087,1,0,"087"
"6250","2020-03-21","Nassau","Florida",12089,1,0,"089"
"6251","2020-03-21","Okaloosa","Florida",12091,12,0,"091"
"6252","2020-03-21","Orange","Florida",12095,29,1,"095"
"6253","2020-03-21","Osceola","Florida",12097,21,0,"097"
"6254","2020-03-21","Palm Beach","Florida",12099,56,0,"099"
"6255","2020-03-21","Pasco","Florida",12101,8,0,"101"
"6256","2020-03-21","Pinellas","Florida",12103,29,0,"103"
"6257","2020-03-21","Polk","Florida",12105,10,0,"105"
"6258","2020-03-21","Putnam","Florida",12107,1,0,"107"
"6259","2020-03-21","Santa Rosa","Florida",12113,2,1,"113"
"6260","2020-03-21","Sarasota","Florida",12115,14,0,"115"
"6261","2020-03-21","Seminole","Florida",12117,13,0,"117"
"6262","2020-03-21","St. Johns","Florida",12109,9,0,"109"
"6263","2020-03-21","St. Lucie","Florida",12111,1,0,"111"
"6264","2020-03-21","Sumter","Florida",12119,4,0,"119"
"6265","2020-03-21","Volusia","Florida",12127,11,0,"127"
"6266","2020-03-21","Walton","Florida",12131,4,0,"131"
"7262","2020-03-22","Alachua","Florida",12001,35,0,"001"
"7263","2020-03-22","Baker","Florida",12003,2,0,"003"
"7264","2020-03-22","Bay","Florida",12005,1,0,"005"
"7265","2020-03-22","Bradford","Florida",12007,1,0,"007"
"7266","2020-03-22","Brevard","Florida",12009,7,0,"009"
"7267","2020-03-22","Broward","Florida",12011,217,3,"011"
"7268","2020-03-22","Charlotte","Florida",12015,2,0,"015"
"7269","2020-03-22","Citrus","Florida",12017,8,0,"017"
"7270","2020-03-22","Clay","Florida",12019,7,1,"019"
"7271","2020-03-22","Collier","Florida",12021,33,0,"021"
"7272","2020-03-22","Columbia","Florida",12023,2,0,"023"
"7273","2020-03-22","DeSoto","Florida",12027,1,0,"027"
"7274","2020-03-22","Duval","Florida",12031,39,2,"031"
"7275","2020-03-22","Escambia","Florida",12033,4,0,"033"
"7276","2020-03-22","Flagler","Florida",12035,1,0,"035"
"7277","2020-03-22","Hernando","Florida",12053,5,0,"053"
"7278","2020-03-22","Highlands","Florida",12055,1,0,"055"
"7279","2020-03-22","Hillsborough","Florida",12057,58,0,"057"
"7280","2020-03-22","Indian River","Florida",12061,8,0,"061"
"7281","2020-03-22","Jackson","Florida",12063,1,0,"063"
"7282","2020-03-22","Lake","Florida",12069,6,0,"069"
"7283","2020-03-22","Lee","Florida",12071,26,2,"071"
"7284","2020-03-22","Leon","Florida",12073,4,0,"073"
"7285","2020-03-22","Manatee","Florida",12081,13,1,"081"
"7286","2020-03-22","Marion","Florida",12083,3,0,"083"
"7287","2020-03-22","Martin","Florida",12085,2,0,"085"
"7288","2020-03-22","Miami-Dade","Florida",12086,228,0,"086"
"7289","2020-03-22","Monroe","Florida",12087,1,0,"087"
"7290","2020-03-22","Nassau","Florida",12089,1,0,"089"
"7291","2020-03-22","Okaloosa","Florida",12091,13,0,"091"
"7292","2020-03-22","Orange","Florida",12095,32,1,"095"
"7293","2020-03-22","Osceola","Florida",12097,24,0,"097"
"7294","2020-03-22","Palm Beach","Florida",12099,70,1,"099"
"7295","2020-03-22","Pasco","Florida",12101,11,1,"101"
"7296","2020-03-22","Pinellas","Florida",12103,38,0,"103"
"7297","2020-03-22","Polk","Florida",12105,11,0,"105"
"7298","2020-03-22","Putnam","Florida",12107,2,0,"107"
"7299","2020-03-22","Santa Rosa","Florida",12113,3,1,"113"
"7300","2020-03-22","Sarasota","Florida",12115,17,0,"115"
"7301","2020-03-22","Seminole","Florida",12117,19,0,"117"
"7302","2020-03-22","St. Johns","Florida",12109,16,0,"109"
"7303","2020-03-22","St. Lucie","Florida",12111,3,0,"111"
"7304","2020-03-22","Sumter","Florida",12119,5,0,"119"
"7305","2020-03-22","Unknown","Florida",NA,1,0,NA
"7306","2020-03-22","Volusia","Florida",12127,14,0,"127"
"7307","2020-03-22","Walton","Florida",12131,4,0,"131"
"8408","2020-03-23","Alachua","Florida",12001,37,0,"001"
"8409","2020-03-23","Baker","Florida",12003,3,0,"003"
"8410","2020-03-23","Bay","Florida",12005,1,0,"005"
"8411","2020-03-23","Bradford","Florida",12007,1,0,"007"
"8412","2020-03-23","Brevard","Florida",12009,7,0,"009"
"8413","2020-03-23","Broward","Florida",12011,262,3,"011"
"8414","2020-03-23","Charlotte","Florida",12015,3,0,"015"
"8415","2020-03-23","Citrus","Florida",12017,9,0,"017"
"8416","2020-03-23","Clay","Florida",12019,8,2,"019"
"8417","2020-03-23","Collier","Florida",12021,39,0,"021"
"8418","2020-03-23","Columbia","Florida",12023,2,0,"023"
"8419","2020-03-23","DeSoto","Florida",12027,1,0,"027"
"8420","2020-03-23","Duval","Florida",12031,50,3,"031"
"8421","2020-03-23","Escambia","Florida",12033,9,0,"033"
"8422","2020-03-23","Flagler","Florida",12035,3,0,"035"
"8423","2020-03-23","Hernando","Florida",12053,5,0,"053"
"8424","2020-03-23","Highlands","Florida",12055,2,0,"055"
"8425","2020-03-23","Hillsborough","Florida",12057,75,0,"057"
"8426","2020-03-23","Indian River","Florida",12061,10,0,"061"
"8427","2020-03-23","Jackson","Florida",12063,1,0,"063"
"8428","2020-03-23","Lake","Florida",12069,9,0,"069"
"8429","2020-03-23","Lee","Florida",12071,30,2,"071"
"8430","2020-03-23","Leon","Florida",12073,5,0,"073"
"8431","2020-03-23","Manatee","Florida",12081,15,1,"081"
"8432","2020-03-23","Marion","Florida",12083,4,0,"083"
"8433","2020-03-23","Martin","Florida",12085,4,0,"085"
"8434","2020-03-23","Miami-Dade","Florida",12086,277,0,"086"
"8435","2020-03-23","Monroe","Florida",12087,2,0,"087"
"8436","2020-03-23","Nassau","Florida",12089,1,0,"089"
"8437","2020-03-23","Okaloosa","Florida",12091,13,0,"091"
"8438","2020-03-23","Orange","Florida",12095,47,1,"095"
"8439","2020-03-23","Osceola","Florida",12097,25,0,"097"
"8440","2020-03-23","Palm Beach","Florida",12099,88,3,"099"
"8441","2020-03-23","Pasco","Florida",12101,14,1,"101"
"8442","2020-03-23","Pinellas","Florida",12103,41,0,"103"
"8443","2020-03-23","Polk","Florida",12105,13,0,"105"
"8444","2020-03-23","Putnam","Florida",12107,2,0,"107"
"8445","2020-03-23","Santa Rosa","Florida",12113,4,1,"113"
"8446","2020-03-23","Sarasota","Florida",12115,21,0,"115"
"8447","2020-03-23","Seminole","Florida",12117,22,0,"117"
"8448","2020-03-23","St. Johns","Florida",12109,18,1,"109"
"8449","2020-03-23","St. Lucie","Florida",12111,5,0,"111"
"8450","2020-03-23","Sumter","Florida",12119,8,0,"119"
"8451","2020-03-23","Unknown","Florida",NA,1,0,NA
"8452","2020-03-23","Volusia","Florida",12127,16,0,"127"
"8453","2020-03-23","Walton","Florida",12131,9,0,"131"
"9653","2020-03-24","Alachua","Florida",12001,37,0,"001"
"9654","2020-03-24","Baker","Florida",12003,4,0,"003"
"9655","2020-03-24","Bay","Florida",12005,1,0,"005"
